incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_county,Population(SUM),incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active
Martinez Fire,Y,2019-01-04 09:36:00+00:00,2018-07-23 14:55:00+00:00,CAL FIRE Riverside County Fire,Riverside,2429487,40,100,nan,CAL FIRE Riverside County Fire,-116.154398,33.56921,nan,e18c9556-706f-4bb7-b908-e7b44293923d,2019-01-04 09:36:00+00:00,1/4/2019,7/23/2018,N
Ridge Fire,Y,2019-01-04 09:11:00+00:00,2018-09-02 14:02:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,68024,36,100,nan,CAL FIRE Sonoma-Lake-Napa Unit,-122.97222,38.981389,nan,9b9b6d81-9590-48a0-a750-fc7da05bfecc,2019-01-04 09:11:00+00:00,1/4/2019,9/2/2018,N
Crestline Fire,Y,2019-01-04 09:36:00+00:00,2018-07-24 15:24:00+00:00,CAL FIRE Shasta-Trinity Unit,Shasta,181852,51,100,nan,"CAL FIRE Shasta-Trinity Unit, Shasta County Fire Department, California Highway Patrol, Shasta County Sherriffâ€™s Office, Cal OES",-121.90215,40.824,nan,2fdf2c14-77b4-458c-96fc-bd883dec3ad3,2019-01-04 09:36:00+00:00,1/4/2019,7/24/2018,N
Roxie Fire (Formerly 1-1 Fire),Y,2019-01-04 09:35:00+00:00,2018-07-24 16:02:00+00:00,CAL FIRE Lassen-Modoc Unit / Lassen National Forest,Lassen,31873,167,100,nan,"CAL FIRE Lassen-Modoc Unit / Lassen National Forest, US Forest Service, BLM, Susan River FD, Susanville City FD, Janesville FD, Lake Forest FD, Sierra Army Depot, CCC, Milford FD, Lassen County Sheriff.",-120.82497,40.34822,nan,a18ed51c-1083-4f48-ab1b-6ae0c5454073,2019-01-04 09:35:00+00:00,1/4/2019,7/24/2018,N
Church Fire,Y,2019-01-04 09:33:00+00:00,2018-07-25 16:14:00+00:00,CAL FIRE Santa Clara Unit,Santa Clara,1916831,20,100,nan,CAL FIRE Santa Clara Unit,-121.600023,37.07793,nan,655b2bde-09c6-43b8-9cdb-43096bcf1155,2019-01-04 09:33:00+00:00,1/4/2019,7/25/2018,N
Marsh Fire,Y,2019-10-25 09:49:20+00:00,2018-07-25 14:41:00+00:00,Unified Command: CAL FIRE Santa Clara Unit & East Contra Costa Fire,Contra Costa,1162648,247,100,nan,"Unified Command: CAL FIRE Santa Clara Unit & East Contra Costa Fire, East Contra Costa Fire Protection District, Contra Costa County Fire Protection District, East Bay Regional Parks, Moraga Orinda Fire Protection District, San Ramon Valley Fire Protection District, Contra Costa County Sheriffs Office, California Highway Patrol, Contra Costa County Animal Services, Alameda County Fire Department and Marin County Fire Department.",-121.85847,37.89612,Wildfire,df681456-a50e-4400-a95a-77533a0978ba,2019-01-04 09:34:00+00:00,1/4/2019,7/25/2018,N
Hidden Fire,Y,2019-01-04 09:35:00+00:00,2018-07-25 14:11:00+00:00,CAL FIRE San Benito-Monterey Unit,San Benito,64753,39,100,nan,CAL FIRE San Benito-Monterey Unit,-121.40604,36.796,nan,708b3dde-3f1a-4813-8501-8a52bf3b1d9c,2019-01-04 09:35:00+00:00,1/4/2019,7/25/2018,N
Patterson Fire,Y,2019-01-04 09:34:00+00:00,2018-07-25 16:05:00+00:00,CAL FIRE Santa Clara Unit,Alameda,1663823,34,100,nan,CAL FIRE Santa Clara Unit,-121.55604,37.71173,nan,f306893c-d6b5-4d68-a2a3-4a306822e041,2019-01-04 09:34:00+00:00,1/4/2019,7/25/2018,N
Western Fire,Y,2019-01-04 09:26:00+00:00,2018-08-01 15:53:00+00:00,CAL FIRE Mendocino Unit,Mendocino,91145,106,100,nan,CAL FIRE Mendocino Unit,-123.0496,38.8802,nan,9d63cbd8-7dbf-4b2d-918d-036e3a282d2d,2019-01-04 09:26:00+00:00,1/4/2019,8/1/2018,N
Pasqual Fire,Y,2019-01-04 09:32:00+00:00,2018-07-27 13:28:00+00:00,Unified Command: CAL FIRE San Diego County Fire Authority and San Diego County Fire ,San Diego,3289701,365,100,nan,Unified Command: CAL FIRE San Diego County Fire Authority and San Diego County Fire ,-116.91845,33.07892,nan,2b56b06d-46d6-43f2-b474-2598dd163e82,2019-01-04 09:32:00+00:00,1/4/2019,7/27/2018,N
Ribbon Fire,Y,2019-01-04 09:33:00+00:00,2018-07-26 10:12:00+00:00,Bureau of Indian Affairs - CAL FIRE / Riverside County Fire,Riverside,2429487,205,100,nan,Bureau of Indian Affairs - CAL FIRE / Riverside County Fire,-116.500058,33.571763,nan,1f942827-c242-49a1-bccd-f2375be91ad9,2019-01-04 09:33:00+00:00,1/4/2019,7/26/2018,N
Parrots Fire,Y,2019-01-04 09:24:00+00:00,2018-08-05 04:19:00+00:00,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,45674,136,100,nan,CAL FIRE Tuolumne-Calaveras Unit,-120.46078,38.08424,nan,190306eb-357b-40d2-9871-92cdd8784332,2019-01-04 09:24:00+00:00,1/4/2019,8/5/2018,N
Wagner Fire,Y,2019-10-25 10:10:14+00:00,2018-08-04 13:57:00+00:00,CAL FIRE Madera-Mariposa-Merced ,Mariposa,17130,22,100,nan,CAL FIRE Madera-Mariposa-Merced ,-120.0545,37.69965,Wildfire,deb9364c-ab73-4661-b287-2ffc1797296e,2019-01-04 09:24:00+00:00,1/4/2019,8/4/2018,N
Creek Fire,Y,2019-01-04 09:25:00+00:00,2018-08-04 17:32:00+00:00,CAL FIRE Santa Clara Unit,Alameda,1663823,30,100,nan,CAL FIRE Santa Clara Unit,-121.79733,37.533026,nan,6bc7ef6f-2d81-4bdc-ab41-9db6af9d4abb,2019-01-04 09:25:00+00:00,1/4/2019,8/4/2018,N
Tarina Fire,Y,2022-10-24 10:29:19+00:00,2018-08-03 14:48:00+00:00,Kern County Fire Department,Kern,906883,3156,100,nan,Kern County Fire Department,-118.83556,35.37444,nan,676aa48b-d962-4026-a354-db047f14233f,2019-01-04 09:26:00+00:00,1/4/2019,8/3/2018,N
RanchFire(MendocinoComplex),Y,2022-10-2410:23:14+00:00,2018-07-2712:05:00+00:00,USFSMendocinoNationalForest,"Colusa,Mendocino,Glenn,Lake",209637,410203,100,nan,"USFSMendocinoNationalForest,PotterValleyFire,RedwoodValleyFire,UkiahFire,CaliforniaOfficeofEmergencyServices,CaliforniaDepartmentofCorrectionsandRehabilitation,LakeCountySheriffâ€™sOffice,MendocinoCountySheriffâ€™sOffice,ColusaCountySheriffâ€™sOffice,GlennCountySheriffâ€™sOffice,CaliforniaHighwayPatrol,PilsburyFPD,AustraliaandNewZealandFire,BureauofLandManagement,BureauofIndianAffairs,DepartmentofDefense,USFishandWildlife,NationalParkService,HoplandFire,LakeportFire,PG&E,AT&T,CaliforniaConservationCorps,NorthShoreFire,AmericanRedCross,KelseyvilleFire,CaliforniaStateParks,CalWater,LakeCountyFarmBureau,NevadaDivisionofForestry,NevadaDepartmentofCorrectionsandadditionalagenciesfromthroughoutCaliforniaandotherStates",-123.103367,39.243283,Wildfire,90b0daf7-5d84-42d9-bb35-bb78d4faf950,2019-01-0409:33:00+00:00,1/4/2019,7/27/2018,N
Balch Fire,Y,2019-01-04 09:33:00+00:00,2018-07-27 12:14:00+00:00,CAL FIRE Tulare Unit,Tulare,473446,100,100,nan,CAL FIRE Tulare Unit,-118.82989,36.21634,nan,e775e724-0a1b-4156-a477-623031c09b0e,2019-01-04 09:33:00+00:00,1/4/2019,7/27/2018,N
River Fire (Mendocino Complex),Y,2022-10-24 10:22:31+00:00,2018-07-27 13:01:00+00:00,Unified command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest ,"Colusa, Lake, Mendocino",180980,48920,100,nan,"Unified command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest , Potter Valley Fire, Redwood Valley Fire, Ukiah Fire, California Office of Emergency Services, California Department of Corrections and Rehabilitation, California SR Patrol, Lake County Sheriffâ€™s Office, Mendocino County Sheriffâ€™s Office, Colusa County Sheriffâ€™s Office, Glenn County Sheriffâ€™s Office, California Highway Patrol, Australia and New Zealand Fire, Bureau of Land Management, Hopland Fire, Lakeport Fire, PG&E, AT&T, California Conservation Corps, and additional agencies from throughout California and other States.",-123.11971,39.04786,Wildfire,af30fe23-6cfd-4fd6-b2d9-91648eeae814,2019-01-04 09:18:00+00:00,1/4/2019,7/27/2018,N
Breckenridge Fire,Y,2019-01-04 09:32:00+00:00,2018-07-27 16:12:00+00:00,Kern County Fire Department,Kern,906883,993,100,nan,Kern County Fire Department,-118.817934,35.387408,nan,53a9be88-6d10-483e-8dc7-59cb84326ab8,2019-01-04 09:32:00+00:00,1/4/2019,7/27/2018,N
Whaleback Fire,Y,2019-01-04 09:32:00+00:00,2018-07-27 13:32:00+00:00,Unified Command: CAL FIRE and USFS Lassen National Forest,Lassen,31873,18703,100,nan,Unified Command: CAL FIRE and USFS Lassen National Forest,-120.868091,40.633536,nan,684ded31-5a60-4c05-bbdb-2fb913ca0041,2019-01-04 09:32:00+00:00,1/4/2019,7/27/2018,N
Natchez Fire,Y,2019-01-04 09:42:00+00:00,2018-07-15 18:30:00+00:00,USFS Rogue River-Siskiyou National Forest,nan,0,38134,100,nan,USFS Rogue River-Siskiyou National Forest,-123.54642,41.95113,nan,9bc283c4-6011-4488-b8ec-a85db51dc137,2019-01-04 09:42:00+00:00,1/4/2019,7/15/2018,N
Donnell Fire,Y,2019-01-04 09:26:00+00:00,2018-08-01 17:48:00+00:00,Stanislaus National Forest,Tuolumne,54993,36450,100,nan,Stanislaus National Forest,-119.929,38.349,nan,c62fc5e2-2340-49b7-b3d8-b883a266827f,2019-01-04 09:26:00+00:00,1/4/2019,8/1/2018,N
Owens Fire,Y,2019-01-04 09:29:00+00:00,2018-07-31 15:07:00+00:00,Inyo National Forest,Inyo,18829,338,100,nan,Inyo National Forest,-118.970443,37.735461,nan,574b0b35-4c66-44ac-8797-3eadf09e495d,2019-01-04 09:29:00+00:00,1/4/2019,7/31/2018,N
Sobrante Fire,Y,2019-01-04 09:30:00+00:00,2018-07-28 15:38:00+00:00,CAL FIRE Riverside Coounty,Riverside,2429487,30,100,nan,CAL FIRE Riverside Coounty,-117.43521,33.85852,nan,45845135-0abc-4964-9038-db1e26fa9b22,2019-01-04 09:30:00+00:00,1/4/2019,7/28/2018,N
Rock Fire,Y,2019-01-04 09:31:00+00:00,2018-07-28 15:14:00+00:00,CAL FIRE San Diego Fire Authority,San Diego,3289701,207,100,All road closure have been lifted.,"CAL FIRE San Diego Fire Authority, MULTIPLE AGENCIES FROM NORTH ZONE, SDSO, CLEVELAND NATIONAL FOREST",-117.24044,33.41476,nan,e3406861-3e7f-4a4b-b16d-6004f3edc5e6,2019-01-04 09:31:00+00:00,1/4/2019,7/28/2018,N
Butte Fire,Y,2019-01-04 09:28:00+00:00,2018-07-31 17:34:00+00:00,Sutter County Fire Protection District,Sutter,99101,1200,100,nan,Sutter County Fire Protection District,-121.792885,39.186144,nan,ea58640a-7837-4d93-a145-96e48b7df8ee,2019-01-04 09:28:00+00:00,1/4/2019,7/31/2018,N
Steele Fire,Y,2019-10-25 10:08:47+00:00,2018-07-28 16:30:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Napa,137384,135,100,All roads are open.,"CAL FIRE Sonoma-Lake-Napa Unit, Vacaville District, Vacaville City, Dixon Fire, Fairfield Fire, Winters Fire, Suisun City Fire, Napa County Fire, CDCR.",-122.18353,38.51943,Wildfire,2410754e-b988-4f4f-b7ee-21f954c2bbf2,2019-01-04 09:30:00+00:00,1/4/2019,7/28/2018,N
Eel Fire,Y,2019-01-04 09:29:00+00:00,2018-07-31 15:28:00+00:00,USFS Mendocino National Forest,Mendocino,91145,972,100,nan,USFS Mendocino National Forest,-123.08489,39.82877,nan,fa745e18-be7a-42e0-b3c7-30333ddcf3aa,2019-01-04 09:29:00+00:00,1/4/2019,7/31/2018,N
Corner Fire,Y,2019-01-04 09:29:00+00:00,2018-07-29 16:22:00+00:00,CAL FIRE Shasta-Trinity Unit,Shasta,181852,35,100,nan,CAL FIRE Shasta-Trinity Unit,-121.6002,40.95673,nan,46f35b6b-9c64-41e3-a7e2-f76dc6719145,2019-01-04 09:29:00+00:00,1/4/2019,7/29/2018,N
Reservoir Fire,Y,2019-01-04 09:04:00+00:00,2018-09-16 08:34:00+00:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,281712,51,100,nan,CAL FIRE San Luis Obispo Unit,-120.64398,35.30151,nan,6832f18a-6515-4436-bf3b-553bf6302de4,2019-01-04 09:04:00+00:00,1/4/2019,9/16/2018,N
Casner Fire,Y,2019-01-04 09:24:00+00:00,2018-08-06 10:31:00+00:00,CAL FIRE San Diego Unit,San Diego,3289701,14,100,nan,CAL FIRE San Diego Unit,-116.77154,33.05737,nan,775494c3-ae61-40aa-82b0-667a3ddcbdcc,2019-01-04 09:24:00+00:00,1/4/2019,8/6/2018,N
Bumper Fire,Y,2019-01-04 09:28:00+00:00,2018-08-01 13:57:00+00:00,CAL FIRE Amador - El Dorado Unit,El Dorado,191713,67,100,nan,"CAL FIRE Amador - El Dorado Unit, El Dorado County Sheriffâ€™s Office, El Dorado County Fire, US Forest Service, Diamond Springs Fire, CHP, PG&E, Santa Barbara County Fire, El Dorado County Animal Control.",-120.874167,38.645,nan,d8de1c4a-9b2c-46ad-aab4-3b2012571e4a,2019-01-04 09:28:00+00:00,1/4/2019,8/1/2018,N
Omega Fire,Y,2019-10-25 10:09:32+00:00,2018-08-01 14:40:00+00:00,CAL FIRE Amador - El Dorado Unit,El Dorado,191713,66,100,nan,"CAL FIRE Amador - El Dorado Unit, ESDO, CHP, Cosumnes FD, Sac Metro, Folsom FD, Sac City FD, Santa Barbara FD, Garden Valley FD, Georgetown FD, El Dorado County FD, Wilton FD, Rescue FD, El Dorado Hills FD, Diamond Springs FD, AFPD, USFS, PG&E",-121.03918,38.82128,Wildfire,6e4ecf7a-2864-4fc6-85cb-9b2a0ac324df,2019-01-04 09:27:00+00:00,1/4/2019,8/1/2018,N
Sunset Fire,Y,2022-10-24 10:28:36+00:00,2018-08-01 13:11:00+00:00,CAL FIRE Nevada-Yuba-Placer Unit,Placer,406608,695,100,nan,CAL FIRE Nevada-Yuba-Placer Unit,-121.451307,38.82426,nan,4f3f4f66-871c-4d50-bd3f-f641210552c9,2019-01-04 09:28:00+00:00,1/4/2019,8/1/2018,N
Turkey Fire,Y,2019-01-04 09:23:00+00:00,2018-08-06 12:59:00+00:00,CAL FIRE San Benito-Monterey Unit,Monterey,437609,2225,100,nan,CAL FIRE San Benito-Monterey Unit,-120.343056,35.847778,nan,c7152819-8f07-489c-a219-b58bed82733e,2019-01-04 09:23:00+00:00,1/4/2019,8/6/2018,N
Holy Fire,Y,2019-10-25 10:12:42+00:00,2018-08-06 13:20:00+00:00,Cleveland National Forest,Orange,3175227,23136,100,nan,Cleveland National Forest,-117.52055,33.69888,Wildfire,5b9e5ea7-1f63-46dd-aabd-8cf407c6f4ba,2019-01-04 09:23:00+00:00,1/4/2019,8/6/2018,N
Terra Fire,Y,2019-01-04 09:23:00+00:00,2018-08-06 14:19:00+00:00,CAL FIRE/Riverside County Fire Department,Riverside,2429487,35,100,nan,CAL FIRE/Riverside County Fire Department,-117.460278,33.759722,nan,dd114f40-6fcb-487b-931e-7a9107371daa,2019-01-04 09:23:00+00:00,1/4/2019,8/6/2018,N
South Fire,Y,2019-01-04 09:23:00+00:00,2018-08-06 16:26:00+00:00,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,45674,290,100,nan,CAL FIRE Tuolumne-Calaveras Unit,-120.872244,38.061298,nan,a1e73f5c-68e2-4109-b741-046eb7349265,2019-01-04 09:23:00+00:00,1/4/2019,8/6/2018,N
Murphy Fire,Y,2019-01-04 09:22:00+00:00,2018-08-07 02:11:00+00:00,USFS Plumas National Forest ,Plumas,19650,117,100,nan,USFS Plumas National Forest ,-121.27,39.996944,nan,b9f703f7-18bb-4845-a480-ce7d63b5f57a,2019-01-04 09:22:00+00:00,1/4/2019,8/7/2018,N
Five Fire,Y,2019-01-04 09:23:00+00:00,2018-08-06 17:29:00+00:00,Kings County Fire Department,Kings,152515,2995,100,nan,Kings County Fire Department,-119.98329,35.97896,nan,0ba9a90d-6615-4fa8-9a10-3efb660437ca,2019-01-04 09:23:00+00:00,1/4/2019,8/6/2018,N
Bridge Fire,Y,2019-01-04 09:22:00+00:00,1969-12-31 16:00:00+00:00,Marin County Fire,Marin,260485,45,100,nan,Marin County Fire,-122.76751,38.07135,nan,49232e73-c3ba-4dc3-b673-b973a918fa7c,2019-01-04 09:22:00+00:00,1/4/2019,12/31/1969,N
Pine Fire,Y,2019-01-04 09:17:00+00:00,2018-08-16 16:06:00+00:00,Kern County Fire ,Kern,906883,114,100,nan,Kern County Fire ,-118.8013889,35.56888889,nan,471980a3-9ffb-4b1f-8e51-eabb9736b51b,2019-01-04 09:17:00+00:00,1/4/2019,8/16/2018,N
Hirz Fire,Y,2019-01-04 09:21:00+00:00,2018-08-09 01:55:00+00:00,USFS Shasta-Trinity National Forest,Shasta,181852,46150,100,nan,USFS Shasta-Trinity National Forest,-122.219,40.896,nan,cb647b06-1772-4d65-8087-0b841fcfb502,2019-01-04 09:21:00+00:00,1/4/2019,8/9/2018,N
Land Fire,Y,2019-01-04 09:15:00+00:00,2018-08-22 13:45:00+00:00,CAL FIRE / Riverside County Fire,Riverside,2429487,23,100,nan,CAL FIRE / Riverside County Fire,-117.066643,33.946896,nan,f81830b2-ece2-4f59-87c7-fd43193bd996,2019-01-04 09:15:00+00:00,1/4/2019,8/22/2018,N
Rangeland Fire,Y,2019-01-04 09:21:00+00:00,2018-08-09 13:09:00+00:00,CAL FIRE San Diego Unit,San Diego,3289701,250,100,nan,CAL FIRE San Diego Unit,-116.902985,33.076239,nan,8dddf572-84de-4b20-b740-f5c7847cec3b,2019-01-04 09:21:00+00:00,1/4/2019,8/9/2018,N
Hat Fire,Y,2019-01-04 09:21:00+00:00,2018-08-09 14:34:00+00:00,CAL FIRE Shasta-Trinity Unit,Shasta,181852,1900,100,nan,CAL FIRE Shasta-Trinity Unit,-121.52225,40.99344,nan,ce93c72c-eb9c-4176-a2b6-7750a4a6bb20,2019-01-04 09:21:00+00:00,1/4/2019,8/9/2018,N
Syar Fire,Y,2019-01-04 09:20:00+00:00,2018-08-09 14:21:00+00:00,CAL FIRE Sonoma-Lake Napa Unit,Napa,137384,10,100,nan,CAL FIRE Sonoma-Lake Napa Unit,-122.26389,38.27229,nan,1bdf7030-adc6-442f-ab31-d182e53b4a73,2019-01-04 09:20:00+00:00,1/4/2019,8/9/2018,N
Alhambra Fire,Y,2019-01-04 09:17:00+00:00,2018-08-17 19:19:00+00:00,Contra Costa County Fire,Contra Costa,1162648,30,100,nan,Contra Costa County Fire,-122.14097,37.99618,nan,f012f0ea-4102-47dc-9c6d-609ebac85142,2019-01-04 09:17:00+00:00,1/4/2019,8/17/2018,N
Snell Fire,Y,2019-01-04 09:06:00+00:00,2018-09-08 14:29:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Napa,137384,2490,100,nan,"CAL FIRE Sonoma-Lake-Napa Unit, CAL FIRE, Napa County Fire, Napa County Sheriff, California Department of Corrections, California Highway Patrol, Caltrans, OES, BLM and numerous fire agencyâ€™s from around the north region.",-122.44468,38.69601,nan,db2344ac-f195-4f94-8999-e8c8ebb4a7a2,2019-01-04 09:06:00+00:00,1/4/2019,9/8/2018,N
Nelson Fire,Y,2022-10-24 10:23:54+00:00,2018-08-10 16:57:00+00:00,"Unified Command: CAL FIRE Sonoma-Lake-Napa Unit, Solano County Fire",Solano,450995,2162,100,Peabody Road (between Foxboro Road and Chuck Hammond Drive),"Unified Command: CAL FIRE Sonoma-Lake-Napa Unit, Solano County Fire",-122.043747,38.431278,nan,2ce8de99-7e66-4de8-9426-48a4fc8500ac,2019-01-04 09:20:00+00:00,1/4/2019,8/10/2018,N
Marcel Fire,Y,2019-01-04 09:16:00+00:00,2018-08-17 18:47:00+00:00,Kern County Fire ,Kern,906883,34,100,nan,Kern County Fire ,-118.51651,35.17156,nan,b03ec37e-8596-4e7e-8826-729957a794f8,2019-01-04 09:16:00+00:00,1/4/2019,8/17/2018,N
Oak Fire,Y,2019-01-04 09:19:00+00:00,2018-08-12 14:20:00+00:00,CAL FIRE Nevada-Yuba-Placer Unit,Nevada,102322,16,100,nan,CAL FIRE Nevada-Yuba-Placer Unit,-121.07039,39.10494,nan,b2695350-87ea-49f4-a579-ce0c4cf7f926,2019-01-04 09:19:00+00:00,1/4/2019,8/12/2018,N
Cloverdale Fire,Y,2019-01-04 09:19:00+00:00,2018-08-13 14:58:00+00:00, San Diego Fire-Rescue Department,San Diego,3289701,100,100,nan, San Diego Fire-Rescue Department,-117.0242529,33.0971179,nan,791a3a00-2c51-4679-b4b7-27cc77ec699d,2019-01-04 09:19:00+00:00,1/4/2019,8/13/2018,N
Gulch Fire,Y,2022-10-24 10:29:42+00:00,2018-08-11 14:12:00+00:00,CAL FIRE San Benito-Monterey Unit,Monterey,437609,700,100,nan,CAL FIRE San Benito-Monterey Unit,-120.82226,36.00912,nan,3bb731cc-eb21-421f-b5f5-4949346dc316,2019-01-04 09:20:00+00:00,1/4/2019,8/11/2018,N
River Fire,Y,2022-10-24 10:30:03+00:00,2018-08-15 17:14:00+00:00,CAL FIRE Tulare Unit,Tulare,473446,496,100,nan,CAL FIRE Tulare Unit,-118.7393,35.79012,nan,b83feee5-a799-4481-bd25-1d4cc3befd7d,2019-01-04 09:19:00+00:00,1/4/2019,8/15/2018,N
Stone Fire,Y,2019-01-04 09:20:00+00:00,2018-08-15 18:05:00+00:00,Modoc National Forest,Modoc,8651,39387,100,nan,Modoc National Forest,-121.04386,41.38544,nan,58e6dde2-eeae-4a9e-be1e-bfd654d4405b,2019-01-04 09:20:00+00:00,1/4/2019,8/15/2018,N
Castro Fire,Y,2019-01-04 09:14:00+00:00,2018-08-26 14:23:00+00:00,CAL FIRE Santa Clara Unit,Alameda,1663823,48,100,nan,CAL FIRE Santa Clara Unit,-122.02805,37.69926,nan,a2fbfcae-d658-41f4-88c6-98239d08ff29,2019-01-04 09:14:00+00:00,1/4/2019,8/26/2018,N
Call Fire,Y,2019-01-04 09:16:00+00:00,2018-08-18 15:17:00+00:00,USFS Sequoia National Forest,Kern,906883,367,100,nan,USFS Sequoia National Forest,-118.6525,35.51777778,nan,5eab06a3-5deb-4934-98a7-7c42eb86cbf9,2019-01-04 09:16:00+00:00,1/4/2019,8/18/2018,N
Gorge Fire,Y,2019-01-04 09:16:00+00:00,2018-08-19 07:32:00+00:00,CAL FIRE Shasta-Trinity Unit,Shasta,181852,155,100,nan,CAL FIRE Shasta-Trinity Unit,-122.8905556,40.36888889,nan,5dbbbc9f-deec-4c33-a172-19614492d860,2019-01-04 09:16:00+00:00,1/4/2019,8/19/2018,N
Front Fire,Y,2019-01-04 09:16:00+00:00,2018-08-19 13:37:00+00:00,USFS Los Padres National Forest,Santa Barbara,445213,1014,100,nan,USFS Los Padres National Forest,-120.0922222,35.11416667,nan,8dd81979-48ba-48db-bb24-e4f1bf85d262,2019-01-04 09:16:00+00:00,1/4/2019,8/19/2018,N
Keller Fire,Y,2019-01-04 09:16:00+00:00,2018-08-19 15:55:00+00:00,CAL FIRE/Riverside County Fire Department,Riverside,2429487,10,100,nan,CAL FIRE/Riverside County Fire Department,-117.171731,33.627006,nan,23f8d2d9-0e9e-4f07-b830-8c02cf74b5d0,2019-01-04 09:16:00+00:00,1/4/2019,8/19/2018,N
Eastman Fire,Y,2019-01-04 09:15:00+00:00,2018-08-23 15:40:00+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Madera,157243,289,100,nan,CAL FIRE Madera-Mariposa-Merced Unit,-120.002619,37.197039,nan,eeb859ef-dc44-48e2-a2d7-dce44bc47d01,2019-01-04 09:15:00+00:00,1/4/2019,8/23/2018,N
Country Fire,Y,2019-01-04 09:15:00+00:00,2018-08-25 11:58:00+00:00,CAL FIRE / Riverside County Fire,Riverside,2429487,32,100,nan,CAL FIRE / Riverside County Fire,-117.20534,33.97902,nan,2bdeaf01-fe98-4f63-b2e8-4857815bc87c,2019-01-04 09:15:00+00:00,1/4/2019,8/25/2018,N
Redinger Fire,Y,2019-01-04 09:13:00+00:00,2018-08-27 23:19:00+00:00,USFS Sierra National Forest ,Madera,157243,88,100,nan,USFS Sierra National Forest ,-119.431667,37.179167,nan,f6555118-f01e-4524-a14d-e01303a482db,2019-01-04 09:13:00+00:00,1/4/2019,8/27/2018,N
Cache Fire,Y,2019-01-04 09:14:00+00:00,2018-08-26 18:04:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,68024,103,100,nan,CAL FIRE Sonoma-Lake-Napa Unit,-122.57496,39.02017,nan,ef9c8f82-8607-4c53-9bdd-5196e6a1071c,2019-01-04 09:14:00+00:00,1/4/2019,8/26/2018,N
Winchester Fire,Y,2019-01-04 09:13:00+00:00,2018-08-27 10:49:00+00:00,CAL FIRE / Riverside County Fire,Riverside,2429487,36,100,nan,CAL FIRE / Riverside County Fire,-117.085354,33.640051,nan,e69be637-e9e9-4964-96ed-4d6a1a1c159d,2019-01-04 09:13:00+00:00,1/4/2019,8/27/2018,N
Fork Fire,Y,2019-01-04 09:05:00+00:00,2018-09-09 12:10:00+00:00,Angeles National Forest,Los Angeles,9936690,166,100,nan,Angeles National Forest,-117.846111,34.2325,nan,9bffc947-2f15-4486-98df-9a632b2038a7,2019-01-04 09:05:00+00:00,1/4/2019,9/9/2018,N
Grade Fire,Y,2019-01-04 09:12:00+00:00,2018-08-30 15:44:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,68024,60,100,nan,CAL FIRE Sonoma-Lake-Napa Unit,-122.3625,38.8275,nan,c203606a-d2eb-4ba2-97cc-2ee7403432b1,2019-01-04 09:12:00+00:00,1/4/2019,8/30/2018,N
Ogilvy Fire,Y,2019-01-04 09:12:00+00:00,2018-09-01 14:22:00+00:00,Los Padres National Forest,Santa Barbara,445213,172,100,nan,Los Padres National Forest,-119.61416,34.576944,nan,c9001401-a2b0-4cae-9e03-e60509342a53,2019-01-04 09:12:00+00:00,1/4/2019,9/1/2018,N
Essex Fire,Y,2019-01-04 09:11:00+00:00,2018-09-02 14:53:00+00:00,Modoc National Forest,Modoc,8651,15,100,nan,Modoc National Forest,-120.72362,41.52123,nan,e9d48e43-940e-4151-9ffb-20881d03c151,2019-01-04 09:11:00+00:00,1/4/2019,9/2/2018,N
Sterling,Y,2019-01-04 09:12:00+00:00,2018-08-31 17:58:00+00:00,San Bernardino National Forest/San Bernardino County Fire,San Bernardino,2180563,125,100,nan,San Bernardino National Forest/San Bernardino County Fire,-117.244366,34.15475,nan,0683b4a7-6a8c-4339-abc1-dfbe64dcb5a1,2019-01-04 09:12:00+00:00,1/4/2019,8/31/2018,N
Delta Fire,Y,2019-10-25 10:17:21+00:00,2018-09-05 12:51:00+00:00,USFS Shasta-Trinity National Forest,"Shasta, Trinity",197741,63311,100,nan,USFS Shasta-Trinity National Forest,-122.43,40.9425,Wildfire,ba818380-4001-46a2-ac04-d5f322cdf3b9,2019-01-04 09:07:00+00:00,1/4/2019,9/5/2018,N
Kelsey Fire,Y,2019-01-04 09:11:00+00:00,2018-09-03 13:58:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,68024,24,100,nan,CAL FIRE Sonoma-Lake-Napa Unit,-122.85276,38.91842,nan,1a3ccacd-e743-4a0b-97ab-4d99a133654e,2019-01-04 09:11:00+00:00,1/4/2019,9/3/2018,N
